,Course Name,University,Aptitude Score,Previous Score,Extracurricular activity,Course rating,Education_Num,Income_Level_Num,Difficulty_level_Num
1890,Constitutional Reforms in Russia,Saint Petersburg State University,79.0,64.0,Yes,4.8,62.0,83.0,69.0
1891,Russian for beginners 3. ??????? ????: A1,Saint Petersburg State University,93.0,68.0,No,4.8,77.0,72.0,57.0
1892,Protists: Evolution and Ecology of Microbial Eukaryotes,Saint Petersburg State University,72.0,64.0,No,4.1,55.0,90.0,95.0
1893,Japanese for beginners 1,Saint Petersburg State University,57.0,71.0,No,2.9,55.0,74.0,58.0
1894,Visual Perception and Visual Illusions,Saint Petersburg State University,50.0,68.0,Yes,4.5,78.0,63.0,60.0
1895,Recovering the Humankind's Past and Saving the Universal Heritage,Sapienza University of Rome,90.0,66.0,Yes,4.3,77.0,61.0,68.0
1896,At the Origins of the Mediterranean Civilization: Archaeology of the City from the Levant to the West - 3rd-1st millennium BC,Sapienza University of Rome,89.0,70.0,Yes,4.5,72.0,55.0,61.0
1897,The Changing Landscape of Ancient Rome. Archaeology and History of the Palatine Hill,Sapienza University of Rome,59.0,63.0,Yes,4.0,70.0,74.0,57.0
1898,Getting Started with SAS Visual Analytics,SAS,67.0,63.0,Yes,4.7,79.0,62.0,61.0
1899,Introduction to Statistical Analysis: Hypothesis Testing,SAS,61.0,69.0,Yes,4.5,62.0,90.0,75.0
1900,Using SAS Viya REST APIs with Python and R,SAS,62.0,69.0,Yes,4.8,76.0,55.0,89.0
1901,Using Data for Geographic Mapping and Forecasting in SAS Visual Analytics,SAS,97.0,67.0,No,4.8,72.0,71.0,92.0
1902,Data Analysis and Reporting in SAS Visual Analytics,SAS,100.0,70.0,Yes,4.8,55.0,75.0,92.0
1903,"Statistical Thinking for Industrial Problem Solving, presented by JMP",SAS,72.0,69.0,No,4.8,70.0,58.0,90.0
1904,Practical SAS Programming and Certification Review,SAS,54.0,77.0,Yes,4.8,72.0,76.0,90.0
1905,Machine Learning Using SAS Viya,SAS,71.0,66.0,Yes,4.6,63.0,83.0,91.0
1906,Regression Modeling Fundamentals,SAS,98.0,62.0,No,4.5,75.0,80.0,70.0
1907,Statistics with SAS,SAS,96.0,73.0,Yes,4.8,85.0,75.0,94.0
1908,Getting Started with SAS Programming,SAS,59.0,69.0,Yes,4.8,71.0,63.0,62.0
1909,Creating Advanced Reports with SAS Visual Analytics,SAS,65.0,72.0,Yes,4.7,89.0,62.0,94.0
1910,"The Power of Machine Learning: Boost Business, Accumulate Clicks, Fight Fraud, and Deny Deadbeats",SAS,84.0,68.0,No,5.0,63.0,72.0,75.0
1911,Structured Query Language (SQL) using SAS,SAS,67.0,67.0,Yes,5.0,56.0,80.0,92.0
1912,SAS Macro Language,SAS,72.0,67.0,Yes,5.0,76.0,73.0,94.0
1913,"Performing Network, Path, and Text Analyses in SAS Visual Analytics",SAS,75.0,71.0,No,4.8,70.0,75.0,96.0
1914,Predictive Modeling with Logistic Regression using SAS,SAS,64.0,65.0,No,4.5,61.0,55.0,75.0
1915,Doing More with SAS Programming,SAS,85.0,66.0,Yes,4.8,71.0,55.0,96.0
1916,Geopolitics of Europe,Sciences Po,59.0,68.0,Yes,4.2,62.0,77.0,57.0
1917,"Espace mondial, a French vision of Global studies",Sciences Po,79.0,63.0,No,4.6,59.0,72.0,58.0
1918,Cities are back in town : urban sociology for a globalizing urban world,Sciences Po,59.0,66.0,Yes,4.3,55.0,55.0,59.0
1919,Cities are back in town : sociologie urbaine pour un monde globalisï¿½,Sciences Po,93.0,69.0,No,4.5,58.0,59.0,62.0
1920,Politics and Economics of International Energy,Sciences Po,80.0,66.0,Yes,4.7,56.0,73.0,68.0
1921,Cities are back in town : sociologï¿½a urbana para un mundo globalizado,Sciences Po,79.0,66.0,No,4.7,56.0,90.0,57.0
1922,International migrations: a global issue,Sciences Po,68.0,65.0,Yes,4.5,60.0,77.0,58.0
1923,Discrete Mathematics,Shanghai Jiao Tong University,98.0,65.0,Yes,2.6,77.0,57.0,93.0
1924,Mandarin Chinese 2: Chinese for Beginners,Shanghai Jiao Tong University,71.0,72.0,No,4.8,58.0,60.0,74.0
1925,Mandarin Chinese 1: Chinese for Beginners,Shanghai Jiao Tong University,59.0,70.0,Yes,4.7,58.0,75.0,73.0
1926,Mandarin Chinese 3: Chinese for Beginners,Shanghai Jiao Tong University,85.0,66.0,Yes,4.9,72.0,61.0,75.0
1927,Learn Mandarin Chinese: Capstone Project,Shanghai Jiao Tong University,63.0,67.0,Yes,4.7,76.0,71.0,62.0
1928,Practical Guide to Navigating Professional Relationships,SV Academy,52.0,74.0,Yes,4.5,59.0,84.0,60.0
1929,Foundations for Interviewing with Confidence,SV Academy,93.0,72.0,Yes,5.0,79.0,82.0,96.0
1930,Environmental Management & Ethics,Technical University of Denmark (DTU),77.0,66.0,Yes,4.6,75.0,70.0,75.0
1931,Patenting in Biotechnology,Technical University of Denmark (DTU),69.0,67.0,No,4.5,61.0,72.0,92.0
1932,Introduction to solar cells,Technical University of Denmark (DTU),76.0,64.0,Yes,4.8,93.0,83.0,62.0
1933,Antimicrobial resistance - theory and methods,Technical University of Denmark (DTU),96.0,70.0,No,4.6,77.0,90.0,73.0
1934,Introduction to Advanced tomography,Technical University of Denmark (DTU),83.0,66.0,Yes,4.8,80.0,78.0,70.0
1935,Wind Energy,Technical University of Denmark (DTU),82.0,63.0,Yes,4.7,72.0,59.0,70.0
1936,Academic Information Seeking,Technical University of Denmark (DTU),51.0,66.0,Yes,4.6,62.0,81.0,58.0
1937,Metagenomics applied to surveillance of pathogens and antimicrobial resistance,Technical University of Denmark (DTU),57.0,84.0,Yes,4.7,60.0,79.0,73.0
1938,Organic Solar Cells - Theory and Practice,Technical University of Denmark (DTU),63.0,65.0,No,4.6,60.0,57.0,62.0
1939,Whole genome sequencing of bacterial genomes - tools and applications,Technical University of Denmark (DTU),89.0,68.0,No,4.5,76.0,58.0,73.0
1940,Global Environmental Management,Technical University of Denmark (DTU),67.0,62.0,No,4.7,55.0,76.0,67.0
1941,Ash-Related Operational Challenges in Energy Utilization of Sustainable Fuels,Technical University of Denmark (DTU),56.0,66.0,Yes,4.9,74.0,73.0,75.0
1942,"Nanotechnology and Nanosensors, Part1",Technion - Israel Institute of Technology,91.0,67.0,Yes,4.3,71.0,57.0,71.0
1943,Innovation Career Lessons from a Master,Technion - Israel Institute of Technology,63.0,67.0,Yes,4.8,57.0,59.0,60.0
1944,Medical Cannabis for Pain Control,Technion - Israel Institute of Technology,73.0,67.0,No,4.2,76.0,57.0,75.0
1945,Cracking the Creativity Code: Discovering Ideas,Technion - Israel Institute of Technology,79.0,67.0,Yes,4.6,70.0,78.0,60.0
1946,From Idea to Startup,Technion - Israel Institute of Technology,79.0,67.0,Yes,4.7,56.0,61.0,58.0
1947,New Product Development - develop your own new product,Technion - Israel Institute of Technology,53.0,65.0,Yes,4.2,62.0,56.0,90.0
1948,Action-Driven Business Plan: From the ï¿½Classroomï¿½ to the World,Technion - Israel Institute of Technology,66.0,62.0,Yes,4.9,74.0,62.0,59.0
1949,Traditional herbal medicine in supportive cancer care: From alternative to integrative,Technion - Israel Institute of Technology,54.0,67.0,Yes,4.5,55.0,62.0,67.0
1950,"Nanotechnology and Nanosensors, Part 2",Technion - Israel Institute of Technology,56.0,64.0,Yes,4.7,79.0,59.0,75.0
1951,Digitalisation in the Aerospace Industry,Technische University Munich (TUM),75.0,67.0,No,4.4,72.0,76.0,97.0
1952,The Economics of Agro-Food Value Chains,Technische University Munich (TUM),53.0,62.0,Yes,4.5,70.0,60.0,60.0
1953,Digitalisation in Aeronautics,Technische University Munich (TUM),62.0,64.0,No,5.0,72.0,60.0,91.0
1954,Digitalisation in Space Research,Technische University Munich (TUM),60.0,66.0,No,4.6,58.0,55.0,71.0
1955,The Basics of Trauma Surgery,Technische University Munich (TUM),64.0,68.0,Yes,4.4,70.0,57.0,88.0
1956,Economic Growth and Distributive Justice Part I -The Role of the State,Tel Aviv University,83.0,63.0,No,4.7,56.0,78.0,61.0
1957,Understanding Plants - Part II: Fundamentals of Plant Biology,Tel Aviv University,77.0,70.0,Yes,4.8,59.0,80.0,97.0
1958,The Fall and Rise of Jerusalem,Tel Aviv University,79.0,64.0,Yes,4.6,80.0,79.0,62.0
1959,The Emergence of the Modern Middle East - Part I,Tel Aviv University,56.0,66.0,No,4.7,77.0,79.0,61.0
1960,Economic Growth and Distributive Justice Part II - Maximize Social Wellbeing,Tel Aviv University,56.0,62.0,Yes,4.6,75.0,60.0,58.0
1961,The Holocaust - An Introduction (II): The Final Solution,Tel Aviv University,84.0,62.0,Yes,4.8,81.0,81.0,57.0
1962,"The Holocaust - An Introduction (I): Nazi Germany: Ideology, The Jews and the World",Tel Aviv University,75.0,67.0,Yes,4.8,61.0,75.0,61.0
1963,The History of Modern Israel ï¿½ Part I: From an Idea to a State,Tel Aviv University,75.0,71.0,No,4.4,88.0,76.0,68.0
1964,The History of Modern Israel - Part II: Challenges of Israel as a sovereign state,Tel Aviv University,56.0,65.0,Yes,4.8,93.0,71.0,67.0
1965,Understanding Plants - Part I: What a Plant Knows,Tel Aviv University,68.0,63.0,No,4.8,78.0,70.0,57.0
1966,Doing Business in China Capstone,The Chinese University of Hong Kong,68.0,67.0,Yes,3.3,77.0,60.0,91.0
1967,Intellectual Change in Early China: Warring States and Han,The Chinese University of Hong Kong,81.0,61.0,Yes,4.6,73.0,61.0,74.0
1968,Everyday Chinese Medicine 2,The Chinese University of Hong Kong,59.0,66.0,Yes,4.8,76.0,73.0,67.0
1969,China Strategy,The Chinese University of Hong Kong,79.0,67.0,Yes,4.7,76.0,62.0,88.0
1970,Structuring Values in Modern China,The Chinese University of Hong Kong,92.0,64.0,Yes,4.5,92.0,61.0,69.0
1971,Information Theory,The Chinese University of Hong Kong,87.0,64.0,No,3.8,73.0,80.0,70.0
1972,"Religion and Thought in Modern China: the Song, Jin, and Yuan",The Chinese University of Hong Kong,74.0,70.0,Yes,4.3,70.0,73.0,54.0
1973,Religious Transformation in Early China: the Period of Division,The Chinese University of Hong Kong,52.0,70.0,No,4.8,55.0,56.0,73.0
1974,Everyday Chinese Medicine,The Chinese University of Hong Kong,95.0,69.0,Yes,4.7,72.0,61.0,67.0
1975,The Beauty of Kunqu Opera,The Chinese University of Hong Kong,94.0,67.0,Yes,4.8,72.0,60.0,51.0
1976,Selling to Chinese Consumers,The Chinese University of Hong Kong,52.0,67.0,No,4.5,58.0,74.0,97.0
1977,Classics of Chinese Humanities: Guided Readings,The Chinese University of Hong Kong,70.0,73.0,No,4.6,84.0,58.0,56.0
1978,Entrepreneurship,The Chinese University of Hong Kong,72.0,65.0,Yes,4.8,71.0,72.0,91.0
1979,Leading Healthcare Quality and Safety,The George Washington University,85.0,64.0,Yes,4.7,58.0,60.0,70.0
1980,Essentials in Clinical Simulations Across the Health Professions,The George Washington University,73.0,66.0,No,4.8,80.0,89.0,78.0
1981,Protecting Business Innovations via Patent,The Hong Kong University of Science and Technology,98.0,64.0,Yes,4.8,78.0,75.0,57.0
1982,FinTech Foundations and Overview,The Hong Kong University of Science and Technology,82.0,63.0,No,4.7,74.0,60.0,70.0
1983,"Understanding China, 1700-2000: A Data Analytic Approach, Part 1",The Hong Kong University of Science and Technology,64.0,68.0,Yes,4.6,72.0,76.0,58.0
1984,"Understanding China, 1700-2000: A Data Analytic Approach, Part 2",The Hong Kong University of Science and Technology,80.0,61.0,No,4.6,59.0,63.0,58.0
1985,Differential Equations for Engineers,The Hong Kong University of Science and Technology,86.0,72.0,Yes,4.8,86.0,57.0,61.0
1986,Front-End JavaScript Frameworks: Angular,The Hong Kong University of Science and Technology,94.0,68.0,No,4.6,88.0,61.0,91.0
1987,Intimacy of Creativity: Entering the Minds of Composers,The Hong Kong University of Science and Technology,97.0,71.0,Yes,4.7,71.0,84.0,67.0
1988,My Favorite Lectures @ HKUST,The Hong Kong University of Science and Technology,58.0,64.0,Yes,5.0,76.0,77.0,92.0
1989,English for Effective Business Speaking,The Hong Kong University of Science and Technology,94.0,68.0,No,4.6,75.0,90.0,88.0
1990,Protecting Business Innovations via Trademark,The Hong Kong University of Science and Technology,76.0,67.0,No,4.8,77.0,70.0,67.0
1991,Health Concepts in Chinese Medicine,The Hong Kong University of Science and Technology,82.0,64.0,Yes,4.7,70.0,71.0,72.0
1992,FinTech Risk Management,The Hong Kong University of Science and Technology,71.0,72.0,No,4.6,59.0,62.0,61.0
1993,Multiplatform Mobile App Development with Web Technologies: Ionic and Cordova,The Hong Kong University of Science and Technology,72.0,66.0,No,4.4,73.0,58.0,94.0
1994,Business English: Basics,The Hong Kong University of Science and Technology,52.0,71.0,Yes,4.5,80.0,58.0,88.0
1995,Programming with Scratch,The Hong Kong University of Science and Technology,74.0,67.0,Yes,3.9,78.0,78.0,94.0
1996,Protecting Business Innovations via Strategy,The Hong Kong University of Science and Technology,71.0,65.0,No,4.7,61.0,78.0,72.0
1997,Business English for Cross-cultural Communication,The Hong Kong University of Science and Technology,98.0,67.0,Yes,4.8,70.0,59.0,88.0
1998,Business Case Analysis,The Hong Kong University of Science and Technology,80.0,63.0,No,4.0,85.0,76.0,90.0
1999,FinTech Security and Regulation (RegTech),The Hong Kong University of Science and Technology,51.0,66.0,Yes,4.6,93.0,73.0,74.0
2000,Multiplatform Mobile App Development with React Native,The Hong Kong University of Science and Technology,95.0,67.0,Yes,4.3,79.0,77.0,74.0
2001,Front-End Web UI Frameworks and Tools: Bootstrap 4,The Hong Kong University of Science and Technology,86.0,73.0,Yes,4.7,78.0,80.0,75.0
2002,Front-End Web UI Frameworks and Tools: Bootstrap 4,The Hong Kong University of Science and Technology,96.0,68.0,Yes,4.7,60.0,93.0,73.0
2003,Green Business Strategy,The Hong Kong University of Science and Technology,58.0,69.0,No,4.6,80.0,58.0,57.0
2004,Vector Calculus for Engineers,The Hong Kong University of Science and Technology,93.0,66.0,Yes,4.8,63.0,56.0,57.0
2005,Monetary Policy in the Asia Pacific,The Hong Kong University of Science and Technology,81.0,67.0,Yes,4.8,78.0,77.0,72.0
2006,"Accounting, Business and Society: The Multi-faceted Role of Accounting",The Hong Kong University of Science and Technology,80.0,65.0,Yes,4.8,55.0,61.0,75.0
2007,Introduction to Computers and Office Productivity Software,The Hong Kong University of Science and Technology,98.0,64.0,Yes,4.6,93.0,73.0,60.0
2008,Matrix Algebra for Engineers,The Hong Kong University of Science and Technology,58.0,71.0,Yes,4.8,88.0,89.0,61.0
2009,Social Science Approaches to the Study of Chinese Society Part 1,The Hong Kong University of Science and Technology,61.0,70.0,No,4.6,76.0,89.0,62.0
2010,Social Science Approaches to the Study of Chinese Society Part 2,The Hong Kong University of Science and Technology,67.0,65.0,Yes,4.4,73.0,89.0,96.0
2011,Developing Android Apps with App Inventor,The Hong Kong University of Science and Technology,96.0,64.0,Yes,4.1,85.0,75.0,93.0
2012,Multiplatform Mobile App Development with NativeScript,The Hong Kong University of Science and Technology,95.0,66.0,Yes,4.3,75.0,61.0,93.0
2013,FinTech Disruptive Innovation: Implications for Society,The Hong Kong University of Science and Technology,83.0,71.0,No,4.8,55.0,71.0,68.0
2014,Protecting Business Innovations via Copyright,The Hong Kong University of Science and Technology,66.0,68.0,No,4.8,60.0,85.0,75.0
2015,Fibonacci Numbers and the Golden Ratio,The Hong Kong University of Science and Technology,56.0,69.0,Yes,4.8,72.0,82.0,73.0
2016,Introduction to Indoor Air Quality,The Hong Kong University of Science and Technology,89.0,61.0,Yes,4.7,78.0,62.0,60.0
2017,Chinaï¿½s Economic Transformation Part 1: Economic Reform and Growth in China,The Hong Kong University of Science and Technology,71.0,68.0,No,4.9,80.0,61.0,59.0
2018,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,65.0,64.0,Yes,4.4,56.0,81.0,89.0
2019,The Science of Gastronomy,The Hong Kong University of Science and Technology,68.0,65.0,Yes,4.6,73.0,82.0,68.0
2020,"Server-side Development with NodeJS, Express and MongoDB",The Hong Kong University of Science and Technology,100.0,65.0,No,4.6,79.0,88.0,92.0
2021,"Server-side Development with NodeJS, Express and MongoDB",The Hong Kong University of Science and Technology,52.0,69.0,Yes,4.6,59.0,86.0,97.0
2022,Chinese Politics Part 2 ï¿½ China and the World,The Hong Kong University of Science and Technology,51.0,66.0,No,4.7,57.0,57.0,51.0
2023,Mastering Statics,The Hong Kong University of Science and Technology,99.0,70.0,Yes,4.7,80.0,78.0,68.0
2024,Chinese Politics Part 1 ï¿½ China and Political Science,The Hong Kong University of Science and Technology,73.0,71.0,Yes,4.8,62.0,74.0,74.0
2025,"Information Systems Auditing, Controls and Assurance",The Hong Kong University of Science and Technology,88.0,71.0,No,4.7,59.0,74.0,60.0
2026,Front-End Web Development with React,The Hong Kong University of Science and Technology,72.0,67.0,Yes,4.5,81.0,70.0,68.0
2027,English for Effective Business Writing,The Hong Kong University of Science and Technology,96.0,74.0,No,4.4,57.0,91.0,88.0
2028,Linux Tools for Developers,The Linux Foundation,86.0,68.0,Yes,4.5,74.0,60.0,89.0
2029,Using Git for Distributed Development,The Linux Foundation,82.0,66.0,No,4.6,70.0,72.0,90.0
2030,Open Source Software Development Methods,The Linux Foundation,88.0,66.0,Yes,4.5,73.0,56.0,69.0
2031,Linux for Developers,The Linux Foundation,88.0,65.0,Yes,4.4,75.0,92.0,93.0
2032,Seeing Through Photographs,The Museum of Modern Art,52.0,68.0,Yes,4.8,62.0,60.0,67.0
2033,Art & Ideas: Teaching with Themes,The Museum of Modern Art,61.0,67.0,Yes,4.8,58.0,92.0,72.0
2034,Art & Activity: Interactive Strategies for Engaging with Art,The Museum of Modern Art,99.0,75.0,No,4.7,60.0,88.0,93.0
2035,What Is Contemporary Art?,The Museum of Modern Art,56.0,68.0,Yes,4.7,73.0,80.0,75.0
2036,Modern Art & Ideas,The Museum of Modern Art,65.0,64.0,No,4.7,74.0,55.0,57.0
2037,Fashion as Design,The Museum of Modern Art,70.0,64.0,Yes,4.8,75.0,59.0,70.0
2038,Epidemics - the Dynamics of Infectious Diseases,The Pennsylvania State University,74.0,71.0,No,4.7,55.0,70.0,71.0
2039,Dairy Production and Management,The Pennsylvania State University,90.0,68.0,Yes,4.8,74.0,73.0,61.0
2040,Maps and the Geospatial Revolution,The Pennsylvania State University,96.0,71.0,Yes,4.7,72.0,80.0,71.0
2041,Geodesign: Change Your World,The Pennsylvania State University,89.0,68.0,Yes,4.7,71.0,75.0,71.0
