Course Name,University,Aptitude Score,Family_Income,Parental_Education_Level,Previous Score,Extracurricular activity,Difficulty Level,Course rating,Education_Num,Income_Level_Num,Difficulty_level_Num
Federalism & Decentralization: Evaluating Africa's Track Record,Universiteit Leiden,64,Low,High School,64,No,Not Calibrated,4.6,77.0,60.0,56.0
International Law in Action: A Guide to the International Courts and Tribunals in The Hague,Universiteit Leiden,61,Medium,College,61,Yes,Intermediate,4.8,61.0,75.0,68.0
Heritage under Threat,Universiteit Leiden,84,Low,High School,65,Yes,Intermediate,4.6,76.0,60.0,75.0
"Clinical Kidney, Pancreas and Islet Transplantation",Universiteit Leiden,70,Low,Postgraduate,63,Yes,Advanced,4.7,83.0,55.0,94.0
Miracles of Human Language: An Introduction to Linguistics,Universiteit Leiden,91,High,Postgraduate,67,Yes,Intermediate,4.6,87.0,84.0,67.0
Osteoarchaeology: The Truth in Our Bones,Universiteit Leiden,70,Medium,High School,68,No,Intermediate,4.5,74.0,78.0,73.0
Population Health: Predictive Analytics,Universiteit Leiden,62,High,College,70,No,Advanced,5,61.0,90.0,94.0
International Law In Action: Investigating and Prosecuting International Crimes,Universiteit Leiden,72,Low,Postgraduate,66,Yes,Advanced,4.9,86.0,56.0,92.0
The Importance and Power of Music in our Society,Universiteit Leiden,94,Low,High School,71,No,Advanced,4.6,71.0,63.0,90.0
Prediction and Control with Function Approximation,University of Alberta,87,Medium,High School,71,Yes,Beginner,4.8,77.0,80.0,58.0
Bugs 101: Insect-Human Interactions,University of Alberta,62,Medium,College,68,Yes,Intermediate,4.9,59.0,78.0,73.0
Introduction to the Arctic: Climate,University of Alberta,69,Low,College,66,Yes,Beginner,4.5,57.0,57.0,59.0
Software Product Management Capstone,University of Alberta,54,High,High School,64,Yes,Advanced,4.8,79.0,87.0,89.0
Design Patterns,University of Alberta,75,Medium,Postgraduate,68,Yes,Advanced,4.6,91.0,71.0,90.0
Astro 101: Black Holes,University of Alberta,78,Low,High School,64,Yes,Beginner,4.8,70.0,58.0,61.0
A Complete Reinforcement Learning System (Capstone),University of Alberta,62,Medium,High School,65,No,Intermediate,4.6,72.0,77.0,70.0
Software Processes and Agile Practices,University of Alberta,91,High,High School,70,Yes,Beginner,4.7,75.0,83.0,62.0
Software Architecture,University of Alberta,99,Low,College,68,No,Advanced,4.3,62.0,55.0,93.0
Service-Oriented Architecture,University of Alberta,76,High,High School,68,Yes,Advanced,4.4,72.0,84.0,90.0
Client Needs and Software Requirements,University of Alberta,82,Low,High School,65,No,Conversant,4.7,79.0,61.0,79.0
Introduction to Software Product Management,University of Alberta,86,Medium,Postgraduate,68,No,Beginner,4.6,93.0,71.0,61.0
Agile Planning for Software Products,University of Alberta,98,Low,Postgraduate,67,No,Advanced,4.7,89.0,55.0,96.0
Reviews & Metrics for Software Improvements,University of Alberta,58,High,High School,89,Yes,Advanced,4.6,71.0,83.0,96.0
Object-Oriented Design,University of Alberta,51,Medium,College,68,Yes,Advanced,4.7,55.0,77.0,97.0
Sample-based Learning Methods,University of Alberta,78,High,High School,70,No,Intermediate,4.7,75.0,85.0,69.0
"Problem Solving, Python Programming, and Video Games",University of Alberta,77,Medium,Postgraduate,73,Yes,Advanced,4.2,93.0,77.0,96.0
Mountains 101,University of Alberta,90,Low,High School,63,Yes,Beginner,4.9,72.0,60.0,61.0
Fundamentals of Reinforcement Learning,University of Alberta,78,High,College,65,Yes,Beginner,4.6,57.0,89.0,57.0
Dino 101: Dinosaur Paleobiology,University of Alberta,79,Low,College,72,Yes,Beginner,4.9,59.0,55.0,59.0
Paleontology: Ancient Marine Reptiles,University of Alberta,57,Low,Postgraduate,66,Yes,Beginner,4.8,86.0,61.0,58.0
Science Literacy,University of Alberta,79,High,College,64,Yes,Advanced,4.9,62.0,92.0,89.0
Science & Religion 101,University of Alberta,67,High,High School,71,No,Not Calibrated,4.5,72.0,84.0,55.0
Paleontology: Early Vertebrate Evolution,University of Alberta,86,High,High School,67,Yes,Beginner,4.8,74.0,90.0,58.0
Paleontology: Theropod Dinosaurs and the Origin of Birds,University of Alberta,76,Low,College,71,Yes,Beginner,4.9,62.0,63.0,60.0
Qualitative Research Methods,University of Amsterdam,79,Low,High School,66,Yes,Advanced,4.5,70.0,56.0,94.0
Ebola: Essential Knowledge for Health Professionals,University of Amsterdam,54,Medium,High School,89,No,Intermediate,4.6,80.0,76.0,70.0
Methods and Statistics in Social Science - Final Research Project,University of Amsterdam,88,Low,Postgraduate,72,No,Advanced,3.5,90.0,55.0,90.0
Introduction to Communication Science,University of Amsterdam,71,Low,High School,70,No,Advanced,4.6,75.0,57.0,91.0
Teaching in University Science Laboratories (Developing Best Practice),University of Amsterdam,74,Low,High School,69,Yes,Intermediate,4.7,71.0,62.0,68.0
Unraveling the Cycling City,University of Amsterdam,83,Low,College,65,Yes,Conversant,4.9,62.0,58.0,85.0
Big History - From the Big Bang until Today,University of Amsterdam,92,High,High School,72,No,Beginner,4.6,77.0,92.0,58.0
Media ethics & governance,University of Amsterdam,73,Low,High School,67,Yes,Intermediate,4.8,72.0,60.0,70.0
Reclaiming the Street,University of Amsterdam,63,Medium,High School,68,Yes,Beginner,5,76.0,73.0,57.0
Inferential Statistics,University of Amsterdam,62,Low,College,70,No,Intermediate,4.1,61.0,56.0,67.0
Logic for Economists,University of Amsterdam,54,Medium,High School,62,No,Intermediate,4.3,70.0,75.0,69.0
Basic Statistics,University of Amsterdam,93,Low,Postgraduate,69,Yes,Advanced,4.6,84.0,55.0,88.0
Data Analytics for Lean Six Sigma,University of Amsterdam,61,Medium,High School,69,No,Advanced,4.8,71.0,75.0,95.0
Quantitative Methods,University of Amsterdam,77,Medium,High School,64,No,Intermediate,4.6,78.0,72.0,67.0
Classical Sociological Theory,University of Amsterdam,72,Low,High School,66,No,Beginner,4.8,73.0,60.0,59.0
Astrobiology: Exploring Other Worlds,University of Arizona,83,Low,High School,68,No,Intermediate,4.9,72.0,62.0,72.0
Biosphere 2 Science for the Future of Our Planet,University of Arizona,56,Medium,High School,66,No,Beginner,4.8,78.0,70.0,58.0
Astronomy: Exploring Time and Space,University of Arizona,96,Low,College,68,Yes,Beginner,4.8,62.0,61.0,58.0
Roman Art and Archaeology,University of Arizona,52,High,High School,62,Yes,Beginner,4.7,76.0,82.0,60.0
Food & Beverage Management,University of Bocconi,96,Low,High School,64,No,Beginner,4.8,73.0,62.0,61.0
Challenges of Agribusiness Management,University of Bocconi,56,High,High School,68,Yes,Beginner,4.6,70.0,92.0,58.0
Private Equity and Venture Capital,University of Bocconi,73,High,Postgraduate,71,Yes,Beginner,4.7,93.0,87.0,57.0
Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,University of Bocconi,79,Medium,High School,71,No,Intermediate,4.6,74.0,73.0,75.0
Management of Fashion and Luxury Companies,University of Bocconi,59,Low,Postgraduate,68,Yes,Intermediate,4.7,84.0,60.0,75.0
International Leadership and Organizational Behavior,University of Bocconi,66,Medium,College,63,Yes,Beginner,4.8,63.0,79.0,60.0
A Scientific Approach to Innovation Management,University of Bocconi,67,Low,High School,65,No,Beginner,4.4,79.0,63.0,60.0
Arts and Heritage Management,University of Bocconi,91,Medium,College,69,No,Beginner,4.8,62.0,70.0,58.0
Financing and Investing in Infrastructure,University of Bocconi,64,High,Postgraduate,67,No,Intermediate,4.8,90.0,93.0,72.0
Management of International Development: Towards Agenda 2030,University of Bocconi,85,Medium,High School,68,Yes,Not Calibrated,Not Calibrated,71.0,73.0,56.0
"Learn to Teach Java: Boolean Expressions, If Statements, and Iteration",University of California San Diego,58,Low,College,69,No,Advanced,Not Calibrated,56.0,61.0,92.0
Molecular Evolution (Bioinformatics IV),University of California San Diego,74,High,High School,64,No,Advanced,4.7,80.0,81.0,88.0
Our Energy Future,University of California San Diego,89,Medium,College,66,No,Beginner,4.7,55.0,73.0,58.0
Teaching Impacts of Technology: Global Society,University of California San Diego,68,Low,High School,67,Yes,Advanced,4.3,72.0,57.0,97.0
Introduction to Algae,University of California San Diego,84,High,High School,67,No,Beginner,4.7,75.0,88.0,60.0
Introduction to Big Data,University of California San Diego,90,Low,Postgraduate,67,Yes,Conversant,4.6,93.0,58.0,85.0
Hadoop Platform and Application Framework,University of California San Diego,100,Medium,High School,63,No,Conversant,3.8,72.0,70.0,85.0
Advanced Data Structures in Java,University of California San Diego,100,Low,Postgraduate,69,No,Intermediate,4.7,88.0,63.0,69.0
Converting Challenges into Opportunities,University of California San Diego,97,Medium,High School,75,Yes,Beginner,4.6,77.0,78.0,60.0
Learn to Teach Java: ArrayLists and 2D Arrays,University of California San Diego,71,Medium,High School,68,Yes,Advanced,5,76.0,73.0,90.0
Teaching Impacts of Technology: Fundamentals,University of California San Diego,57,Low,College,68,No,Advanced,4.9,55.0,56.0,89.0
Mathematical Thinking in Computer Science,University of California San Diego,61,Low,College,66,No,Intermediate,4.2,58.0,59.0,75.0
Internet of Things: Communication Technologies,University of California San Diego,87,Medium,High School,64,Yes,Intermediate,4.5,75.0,80.0,75.0
Object Oriented Programming in Java,University of California San Diego,66,Low,High School,65,Yes,Beginner,4.7,71.0,55.0,61.0
Object Oriented Programming in Java,University of California San Diego,52,Medium,College,73,No,Beginner,4.7,58.0,80.0,62.0
Meaningful Predictive Modeling,University of California San Diego,91,Low,Postgraduate,66,No,Advanced,4.2,93.0,59.0,90.0
Achieving Your Optimal Performance,University of California San Diego,96,Low,High School,62,Yes,Advanced,4.6,79.0,55.0,90.0
Introduction to Graph Theory,University of California San Diego,85,High,High School,69,Yes,Intermediate,4.4,79.0,84.0,67.0
Learn to Teach Java: Writing Classes and Arrays,University of California San Diego,61,High,High School,66,No,Advanced,4.6,80.0,90.0,96.0
Networking and Volunteerism for Career Success,University of California San Diego,54,Medium,High School,69,Yes,Advanced,4.3,73.0,78.0,95.0
Teaching Impacts of Technology: Workplace of the Future,University of California San Diego,65,Medium,High School,64,Yes,Advanced,4.6,78.0,73.0,97.0
Delivery Problem,University of California San Diego,85,Medium,Postgraduate,73,Yes,Intermediate,4.7,84.0,70.0,73.0
Human-Centered Design: an Introduction,University of California San Diego,90,High,High School,68,Yes,Advanced,4.6,75.0,86.0,90.0
Internet of Things: How did we get here?,University of California San Diego,85,High,Postgraduate,66,Yes,Advanced,3.7,85.0,90.0,96.0
Internet of Things Capstone V2: Build a Mobile Surveillance System,University of California San Diego,73,Low,High School,67,No,Advanced,4.8,72.0,55.0,89.0
Mastering the Software Engineering Interview,University of California San Diego,56,Low,High School,63,Yes,Conversant,4.6,70.0,56.0,83.0
Learning How to Learn: Powerful mental tools to help you master tough subjects,University of California San Diego,98,Low,College,65,Yes,Conversant,4.8,56.0,57.0,80.0
Input and Interaction,University of California San Diego,73,Low,College,65,No,Advanced,4.6,60.0,58.0,93.0
Gut Check: Exploring Your Microbiome,University of California San Diego,68,High,High School,66,No,Intermediate,4.7,72.0,83.0,73.0
Code Free Data Science,University of California San Diego,75,High,College,71,Yes,Beginner,4.3,59.0,90.0,58.0
"Learn to Teach Java: Sequences, Primitive Types and Using Objects",University of California San Diego,82,Low,High School,69,Yes,Advanced,4.9,75.0,63.0,97.0
Basic Data Processing and Visualization,University of California San Diego,67,Low,Postgraduate,65,No,Advanced,4.2,91.0,58.0,95.0
Computational Thinking for K-12 Educators: Nested If Statements and Compound Conditionals,University of California San Diego,77,Medium,High School,69,No,Advanced,5,78.0,70.0,89.0
Genome Sequencing (Bioinformatics II),University of California San Diego,66,Medium,College,59,Yes,Advanced,4.5,59.0,77.0,95.0
"Designing, Running, and Analyzing Experiments",University of California San Diego,75,Low,College,64,Yes,Advanced,3.2,59.0,56.0,93.0
Information Design,University of California San Diego,75,Low,Postgraduate,67,No,Advanced,4.4,83.0,61.0,92.0
Learn to Teach Java: Inheritance and Recursion,University of California San Diego,94,Medium,Postgraduate,69,No,Advanced,4.5,86.0,70.0,92.0
Biology Meets Programming: Bioinformatics for Beginners,University of California San Diego,80,Low,High School,69,Yes,Advanced,4.2,78.0,60.0,94.0
Big Data - Capstone Project,University of California San Diego,53,Low,College,63,No,Advanced,4.2,61.0,56.0,96.0
Internet of Things V2: DragonBoardï¿½ bring up and community ecosystem,University of California San Diego,98,Medium,College,72,No,Advanced,3,56.0,78.0,89.0
Computational Thinking for K-12 Educators: Conditional Loops and If Statements,University of California San Diego,80,Medium,High School,66,Yes,Advanced,5,75.0,76.0,95.0
Genome Assembly Programming Challenge,University of California San Diego,83,Medium,Postgraduate,71,Yes,Intermediate,4.3,82.0,70.0,69.0
User Experience: Research & Prototyping,University of California San Diego,81,Medium,College,65,No,Advanced,4.5,61.0,76.0,96.0
Internet of Things V2: Setting up and Using Cloud Services,University of California San Diego,95,High,College,64,Yes,Advanced,4.7,58.0,83.0,88.0
Internet of Things: Sensing and Actuation From Devices,University of California San Diego,95,Low,High School,65,Yes,Intermediate,4.4,79.0,59.0,69.0
Computational Thinking for K-12 Educators: Variables and Nested Loops,University of California San Diego,61,Medium,Postgraduate,69,Yes,Advanced,4.7,81.0,70.0,92.0
"Comparing Genes, Proteins, and Genomes (Bioinformatics III)",University of California San Diego,90,High,Postgraduate,63,Yes,Advanced,4.7,93.0,87.0,90.0
Finding Mutations in DNA and Proteins (Bioinformatics VI),University of California San Diego,79,Medium,College,67,Yes,Advanced,4.6,59.0,71.0,94.0
Design Principles: an Introduction,University of California San Diego,67,Low,High School,64,No,Advanced,4.6,72.0,56.0,95.0
Data Structures and Performance,University of California San Diego,97,Low,College,76,Yes,Beginner,4.8,63.0,61.0,58.0
Data Structures and Performance,University of California San Diego,62,Medium,College,67,Yes,Beginner,4.8,58.0,77.0,59.0
Algorithmic Toolbox,University of California San Diego,91,Low,College,66,Yes,Beginner,4.6,59.0,57.0,62.0
Algorithms on Graphs,University of California San Diego,67,Low,High School,60,No,Intermediate,4.7,71.0,62.0,72.0
Deploying Machine Learning Models,University of California San Diego,51,Medium,High School,68,No,Beginner,3.2,73.0,74.0,61.0
Finding Hidden Messages in DNA (Bioinformatics I),University of California San Diego,75,Medium,Postgraduate,68,No,Advanced,4.3,87.0,79.0,97.0
Machine Learning With Big Data,University of California San Diego,90,Medium,Postgraduate,72,No,Beginner,4.6,84.0,70.0,61.0
Algorithms on Strings,University of California San Diego,84,High,College,69,Yes,Advanced,4.4,62.0,87.0,93.0
Internet of Things: Multimedia Technologies,University of California San Diego,59,Low,High School,67,Yes,Beginner,4.6,72.0,55.0,60.0
Combinatorics and Probability,University of California San Diego,92,Low,College,65,Yes,Advanced,4.6,55.0,61.0,88.0
Design Thinking and Predictive Analytics for Data Products,University of California San Diego,79,High,Postgraduate,62,Yes,Intermediate,4.3,87.0,83.0,69.0
Social Computing,University of California San Diego,83,Low,College,69,Yes,Advanced,4.4,57.0,63.0,88.0
"Computational Thinking for K-12 Educators: Abstraction, Methods, and Lists",University of California San Diego,57,Medium,High School,68,Yes,Advanced,5,74.0,79.0,89.0
Advanced Algorithms and Complexity,University of California San Diego,62,High,College,68,Yes,Advanced,4.5,59.0,88.0,92.0
Drug Commercialization,University of California San Diego,89,Low,High School,72,Yes,Beginner,4.7,73.0,55.0,59.0
Bioinformatics Capstone: Big Data in Biology,University of California San Diego,66,Low,High School,67,Yes,Advanced,4.4,78.0,57.0,95.0
